,address,name,last_update,lng,lat,available_bikes,available_bike_stands,number,bike_stands,banking,weekday,hour,minute
0,Blessington Street,BLESSINGTON STREET,1550096495000000000,-6.26814,53.356769,6,14,2,20,1,2,22,21
1,Blessington Street,BLESSINGTON STREET,1550097104000000000,-6.26814,53.356769,5,15,2,20,1,2,22,31
2,Blessington Street,BLESSINGTON STREET,1550097712000000000,-6.26814,53.356769,5,15,2,20,1,2,22,41
3,Blessington Street,BLESSINGTON STREET,1550098320000000000,-6.26814,53.356769,5,15,2,20,1,2,22,52
4,Blessington Street,BLESSINGTON STREET,1550098806000000000,-6.26814,53.356769,6,14,2,20,1,2,23,0
5,Blessington Street,BLESSINGTON STREET,1550099208000000000,-6.26814,53.356769,6,14,2,20,1,2,23,6
6,Blessington Street,BLESSINGTON STREET,1550099642000000000,-6.26814,53.356769,6,14,2,20,1,2,23,14
7,Blessington Street,BLESSINGTON STREET,1550099841000000000,-6.26814,53.356769,8,12,2,20,1,2,23,17
8,Blessington Street,BLESSINGTON STREET,1550099952000000000,-6.26814,53.356769,9,11,2,20,1,2,23,19
9,Blessington Street,BLESSINGTON STREET,1550100408000000000,-6.26814,53.356769,9,11,2,20,1,2,23,26
10,Blessington Street,BLESSINGTON STREET,1550101017000000000,-6.26814,53.356769,8,12,2,20,1,2,23,36
11,Blessington Street,BLESSINGTON STREET,1550101625000000000,-6.26814,53.356769,8,12,2,20,1,2,23,47
12,Blessington Street,BLESSINGTON STREET,1550102294000000000,-6.26814,53.356769,8,12,2,20,1,2,23,58
13,Blessington Street,BLESSINGTON STREET,1550102902000000000,-6.26814,53.356769,8,12,2,20,1,3,0,8
14,Blessington Street,BLESSINGTON STREET,1550103512000000000,-6.26814,53.356769,8,12,2,20,1,3,0,18
15,Blessington Street,BLESSINGTON STREET,1550104120000000000,-6.26814,53.356769,8,12,2,20,1,3,0,28
16,Blessington Street,BLESSINGTON STREET,1550104323000000000,-6.26814,53.356769,8,12,2,20,1,3,0,32
17,Blessington Street,BLESSINGTON STREET,1550104931000000000,-6.26814,53.356769,8,12,2,20,1,3,0,42
18,Blessington Street,BLESSINGTON STREET,1550105540000000000,-6.26814,53.356769,8,12,2,20,1,3,0,52
19,Blessington Street,BLESSINGTON STREET,1550106148000000000,-6.26814,53.356769,8,12,2,20,1,3,1,2
20,Blessington Street,BLESSINGTON STREET,1550106756000000000,-6.26814,53.356769,8,12,2,20,1,3,1,12
21,Blessington Street,BLESSINGTON STREET,1550107365000000000,-6.26814,53.356769,8,12,2,20,1,3,1,22
22,Blessington Street,BLESSINGTON STREET,1550107975000000000,-6.26814,53.356769,8,12,2,20,1,3,1,32
23,Blessington Street,BLESSINGTON STREET,1550108583000000000,-6.26814,53.356769,8,12,2,20,1,3,1,43
24,Blessington Street,BLESSINGTON STREET,1550109192000000000,-6.26814,53.356769,8,12,2,20,1,3,1,53
25,Blessington Street,BLESSINGTON STREET,1550109801000000000,-6.26814,53.356769,8,12,2,20,1,3,2,3
26,Blessington Street,BLESSINGTON STREET,1550110409000000000,-6.26814,53.356769,8,12,2,20,1,3,2,13
27,Blessington Street,BLESSINGTON STREET,1550111018000000000,-6.26814,53.356769,8,12,2,20,1,3,2,23
28,Blessington Street,BLESSINGTON STREET,1550111538000000000,-6.26814,53.356769,8,12,2,20,1,3,2,32
29,Blessington Street,BLESSINGTON STREET,1550111926000000000,-6.26814,53.356769,8,12,2,20,1,3,2,38
30,Blessington Street,BLESSINGTON STREET,1550112534000000000,-6.26814,53.356769,8,12,2,20,1,3,2,48
31,Blessington Street,BLESSINGTON STREET,1550113142000000000,-6.26814,53.356769,8,12,2,20,1,3,2,59
32,Blessington Street,BLESSINGTON STREET,1550113750000000000,-6.26814,53.356769,8,12,2,20,1,3,3,9
33,Blessington Street,BLESSINGTON STREET,1550114358000000000,-6.26814,53.356769,8,12,2,20,1,3,3,19
34,Blessington Street,BLESSINGTON STREET,1550114966000000000,-6.26814,53.356769,8,12,2,20,1,3,3,29
35,Blessington Street,BLESSINGTON STREET,1550115575000000000,-6.26814,53.356769,8,12,2,20,1,3,3,39
36,Blessington Street,BLESSINGTON STREET,1550116184000000000,-6.26814,53.356769,8,12,2,20,1,3,3,49
37,Blessington Street,BLESSINGTON STREET,1550116792000000000,-6.26814,53.356769,8,12,2,20,1,3,3,59
38,Blessington Street,BLESSINGTON STREET,1550117400000000000,-6.26814,53.356769,8,12,2,20,1,3,4,10
39,Blessington Street,BLESSINGTON STREET,1550118009000000000,-6.26814,53.356769,8,12,2,20,1,3,4,20
40,Blessington Street,BLESSINGTON STREET,1550118617000000000,-6.26814,53.356769,8,12,2,20,1,3,4,30
41,Blessington Street,BLESSINGTON STREET,1550119225000000000,-6.26814,53.356769,8,12,2,20,1,3,4,40
42,Blessington Street,BLESSINGTON STREET,1550119833000000000,-6.26814,53.356769,8,12,2,20,1,3,4,50
43,Blessington Street,BLESSINGTON STREET,1550120417000000000,-6.26814,53.356769,8,12,2,20,1,3,5,0
44,Blessington Street,BLESSINGTON STREET,1550121025000000000,-6.26814,53.356769,8,12,2,20,1,3,5,10
45,Blessington Street,BLESSINGTON STREET,1550121633000000000,-6.26814,53.356769,8,12,2,20,1,3,5,20
46,Blessington Street,BLESSINGTON STREET,1550122242000000000,-6.26814,53.356769,8,12,2,20,1,3,5,30
47,Blessington Street,BLESSINGTON STREET,1550122850000000000,-6.26814,53.356769,8,12,2,20,1,3,5,40
48,Blessington Street,BLESSINGTON STREET,1550123458000000000,-6.26814,53.356769,8,12,2,20,1,3,5,50
49,Blessington Street,BLESSINGTON STREET,1550124091000000000,-6.26814,53.356769,8,12,2,20,1,3,6,1
50,Blessington Street,BLESSINGTON STREET,1550124699000000000,-6.26814,53.356769,7,13,2,20,1,3,6,11
51,Blessington Street,BLESSINGTON STREET,1550125307000000000,-6.26814,53.356769,7,13,2,20,1,3,6,21
52,Blessington Street,BLESSINGTON STREET,1550125710000000000,-6.26814,53.356769,7,13,2,20,1,3,6,28
53,Blessington Street,BLESSINGTON STREET,1550125900000000000,-6.26814,53.356769,6,14,2,20,1,3,6,31
54,Blessington Street,BLESSINGTON STREET,1550126509000000000,-6.26814,53.356769,5,15,2,20,1,3,6,41
55,Blessington Street,BLESSINGTON STREET,1550126692000000000,-6.26814,53.356769,5,15,2,20,1,3,6,44
56,Blessington Street,BLESSINGTON STREET,1550127531000000000,-6.26814,53.356769,4,16,2,20,1,3,6,58
57,Blessington Street,BLESSINGTON STREET,1550127631000000000,-6.26814,53.356769,3,17,2,20,1,3,7,0
58,Blessington Street,BLESSINGTON STREET,1550128048000000000,-6.26814,53.356769,3,17,2,20,1,3,7,7
59,Blessington Street,BLESSINGTON STREET,1550128363000000000,-6.26814,53.356769,3,17,2,20,1,3,7,12
60,Blessington Street,BLESSINGTON STREET,1550128971000000000,-6.26814,53.356769,2,18,2,20,1,3,7,22
61,Blessington Street,BLESSINGTON STREET,1550129574000000000,-6.26814,53.356769,0,20,2,20,1,3,7,32
62,Blessington Street,BLESSINGTON STREET,1550130182000000000,-6.26814,53.356769,0,20,2,20,1,3,7,43
63,Blessington Street,BLESSINGTON STREET,1550130651000000000,-6.26814,53.356769,1,19,2,20,1,3,7,50
64,Blessington Street,BLESSINGTON STREET,1550131437000000000,-6.26814,53.356769,0,20,2,20,1,3,8,3
65,Blessington Street,BLESSINGTON STREET,1550131679000000000,-6.26814,53.356769,1,19,2,20,1,3,8,7
66,Blessington Street,BLESSINGTON STREET,1550131798000000000,-6.26814,53.356769,2,18,2,20,1,3,8,9
67,Blessington Street,BLESSINGTON STREET,1550132637000000000,-6.26814,53.356769,1,19,2,20,1,3,8,23
68,Blessington Street,BLESSINGTON STREET,1550132658000000000,-6.26814,53.356769,0,20,2,20,1,3,8,24
69,Blessington Street,BLESSINGTON STREET,1550133298000000000,-6.26814,53.356769,0,20,2,20,1,3,8,34
70,Blessington Street,BLESSINGTON STREET,1550133840000000000,-6.26814,53.356769,0,20,2,20,1,3,8,44
71,Blessington Street,BLESSINGTON STREET,1550133879000000000,-6.26814,53.356769,0,20,2,20,1,3,8,44
72,Blessington Street,BLESSINGTON STREET,1550134487000000000,-6.26814,53.356769,0,20,2,20,1,3,8,54
73,Blessington Street,BLESSINGTON STREET,1550135095000000000,-6.26814,53.356769,0,20,2,20,1,3,9,4
74,Blessington Street,BLESSINGTON STREET,1550135703000000000,-6.26814,53.356769,0,20,2,20,1,3,9,15
75,Blessington Street,BLESSINGTON STREET,1550136311000000000,-6.26814,53.356769,0,20,2,20,1,3,9,25
76,Blessington Street,BLESSINGTON STREET,1550136919000000000,-6.26814,53.356769,0,20,2,20,1,3,9,35
77,Blessington Street,BLESSINGTON STREET,1550137528000000000,-6.26814,53.356769,0,20,2,20,1,3,9,45
78,Blessington Street,BLESSINGTON STREET,1550138136000000000,-6.26814,53.356769,0,20,2,20,1,3,9,55
79,Blessington Street,BLESSINGTON STREET,1550138721000000000,-6.26814,53.356769,1,19,2,20,1,3,10,5
80,Blessington Street,BLESSINGTON STREET,1550139293000000000,-6.26814,53.356769,0,20,2,20,1,3,10,14
81,Blessington Street,BLESSINGTON STREET,1550139901000000000,-6.26814,53.356769,0,20,2,20,1,3,10,25
82,Blessington Street,BLESSINGTON STREET,1550140509000000000,-6.26814,53.356769,0,20,2,20,1,3,10,35
83,Blessington Street,BLESSINGTON STREET,1550141118000000000,-6.26814,53.356769,0,20,2,20,1,3,10,45
84,Blessington Street,BLESSINGTON STREET,1550141726000000000,-6.26814,53.356769,0,20,2,20,1,3,10,55
85,Blessington Street,BLESSINGTON STREET,1550142334000000000,-6.26814,53.356769,0,20,2,20,1,3,11,5
86,Blessington Street,BLESSINGTON STREET,1550142943000000000,-6.26814,53.356769,0,20,2,20,1,3,11,15
87,Blessington Street,BLESSINGTON STREET,1550143551000000000,-6.26814,53.356769,0,20,2,20,1,3,11,25
88,Blessington Street,BLESSINGTON STREET,1550144159000000000,-6.26814,53.356769,0,20,2,20,1,3,11,35
89,Blessington Street,BLESSINGTON STREET,1550144767000000000,-6.26814,53.356769,0,20,2,20,1,3,11,46
90,Blessington Street,BLESSINGTON STREET,1550145376000000000,-6.26814,53.356769,0,20,2,20,1,3,11,56
91,Blessington Street,BLESSINGTON STREET,1550145984000000000,-6.26814,53.356769,0,20,2,20,1,3,12,6
92,Blessington Street,BLESSINGTON STREET,1550146592000000000,-6.26814,53.356769,0,20,2,20,1,3,12,16
93,Blessington Street,BLESSINGTON STREET,1550147200000000000,-6.26814,53.356769,0,20,2,20,1,3,12,26
94,Blessington Street,BLESSINGTON STREET,1550147809000000000,-6.26814,53.356769,0,20,2,20,1,3,12,36
95,Blessington Street,BLESSINGTON STREET,1550148418000000000,-6.26814,53.356769,0,20,2,20,1,3,12,46
96,Blessington Street,BLESSINGTON STREET,1550149026000000000,-6.26814,53.356769,0,20,2,20,1,3,12,57
97,Blessington Street,BLESSINGTON STREET,1550149634000000000,-6.26814,53.356769,0,20,2,20,1,3,13,7
98,Blessington Street,BLESSINGTON STREET,1550150242000000000,-6.26814,53.356769,0,20,2,20,1,3,13,17
99,Blessington Street,BLESSINGTON STREET,1550150850000000000,-6.26814,53.356769,0,20,2,20,1,3,13,27
100,Blessington Street,BLESSINGTON STREET,1550151270000000000,-6.26814,53.356769,1,19,2,20,1,3,13,34
101,Blessington Street,BLESSINGTON STREET,1550151607000000000,-6.26814,53.356769,0,20,2,20,1,3,13,40
102,Blessington Street,BLESSINGTON STREET,1550152216000000000,-6.26814,53.356769,0,20,2,20,1,3,13,50
103,Blessington Street,BLESSINGTON STREET,1550152824000000000,-6.26814,53.356769,0,20,2,20,1,3,14,0
104,Blessington Street,BLESSINGTON STREET,1550153432000000000,-6.26814,53.356769,0,20,2,20,1,3,14,10
105,Blessington Street,BLESSINGTON STREET,1550154055000000000,-6.26814,53.356769,1,19,2,20,1,3,14,20
106,Blessington Street,BLESSINGTON STREET,1550154803000000000,-6.26814,53.356769,2,18,2,20,1,3,14,33
107,Blessington Street,BLESSINGTON STREET,1550155121000000000,-6.26814,53.356769,2,18,2,20,1,3,14,38
108,Blessington Street,BLESSINGTON STREET,1550155160000000000,-6.26814,53.356769,2,18,2,20,1,3,14,39
109,Blessington Street,BLESSINGTON STREET,1550155768000000000,-6.26814,53.356769,1,19,2,20,1,3,14,49
110,Blessington Street,BLESSINGTON STREET,1550156415000000000,-6.26814,53.356769,0,20,2,20,1,3,15,0
111,Blessington Street,BLESSINGTON STREET,1550157023000000000,-6.26814,53.356769,0,20,2,20,1,3,15,10
112,Blessington Street,BLESSINGTON STREET,1550157596000000000,-6.26814,53.356769,1,19,2,20,1,3,15,19
113,Blessington Street,BLESSINGTON STREET,1550158205000000000,-6.26814,53.356769,1,19,2,20,1,3,15,30
114,Blessington Street,BLESSINGTON STREET,1550158813000000000,-6.26814,53.356769,1,19,2,20,1,3,15,40
115,Blessington Street,BLESSINGTON STREET,1550159421000000000,-6.26814,53.356769,1,19,2,20,1,3,15,50
116,Blessington Street,BLESSINGTON STREET,1550160030000000000,-6.26814,53.356769,1,19,2,20,1,3,16,0
117,Blessington Street,BLESSINGTON STREET,1550160458000000000,-6.26814,53.356769,0,20,2,20,1,3,16,7
118,Blessington Street,BLESSINGTON STREET,1550161066000000000,-6.26814,53.356769,0,20,2,20,1,3,16,17
119,Blessington Street,BLESSINGTON STREET,1550161404000000000,-6.26814,53.356769,1,19,2,20,1,3,16,23
120,Blessington Street,BLESSINGTON STREET,1550162026000000000,-6.26814,53.356769,2,18,2,20,1,3,16,33
121,Blessington Street,BLESSINGTON STREET,1550162069000000000,-6.26814,53.356769,2,18,2,20,1,3,16,34
122,Blessington Street,BLESSINGTON STREET,1550162588000000000,-6.26814,53.356769,2,18,2,20,1,3,16,43
123,Blessington Street,BLESSINGTON STREET,1550163095000000000,-6.26814,53.356769,3,17,2,20,1,3,16,51
124,Blessington Street,BLESSINGTON STREET,1550163644000000000,-6.26814,53.356769,2,18,2,20,1,3,17,0
125,Blessington Street,BLESSINGTON STREET,1550164062000000000,-6.26814,53.356769,1,19,2,20,1,3,17,7
126,Blessington Street,BLESSINGTON STREET,1550164646000000000,-6.26814,53.356769,2,18,2,20,1,3,17,17
127,Blessington Street,BLESSINGTON STREET,1550165341000000000,-6.26814,53.356769,2,18,2,20,1,3,17,29
128,Blessington Street,BLESSINGTON STREET,1550165603000000000,-6.26814,53.356769,0,20,2,20,1,3,17,33
129,Blessington Street,BLESSINGTON STREET,1550165925000000000,-6.26814,53.356769,1,19,2,20,1,3,17,38
130,Blessington Street,BLESSINGTON STREET,1550166001000000000,-6.26814,53.356769,0,20,2,20,1,3,17,40
131,Blessington Street,BLESSINGTON STREET,1550166839000000000,-6.26814,53.356769,1,19,2,20,1,3,17,53
132,Blessington Street,BLESSINGTON STREET,1550167251000000000,-6.26814,53.356769,2,18,2,20,1,3,18,0
133,Blessington Street,BLESSINGTON STREET,1550167477000000000,-6.26814,53.356769,2,18,2,20,1,3,18,4
134,Blessington Street,BLESSINGTON STREET,1550168123000000000,-6.26814,53.356769,2,18,2,20,1,3,18,15
135,Blessington Street,BLESSINGTON STREET,1550168941000000000,-6.26814,53.356769,2,18,2,20,1,3,18,29
136,Blessington Street,BLESSINGTON STREET,1550168943000000000,-6.26814,53.356769,3,17,2,20,1,3,18,29
137,Blessington Street,BLESSINGTON STREET,1550169492000000000,-6.26814,53.356769,2,18,2,20,1,3,18,38
138,Blessington Street,BLESSINGTON STREET,1550169912000000000,-6.26814,53.356769,2,18,2,20,1,3,18,45
139,Blessington Street,BLESSINGTON STREET,1550170520000000000,-6.26814,53.356769,2,18,2,20,1,3,18,55
140,Blessington Street,BLESSINGTON STREET,1550170905000000000,-6.26814,53.356769,2,18,2,20,1,3,19,1
141,Blessington Street,BLESSINGTON STREET,1550171118000000000,-6.26814,53.356769,0,20,2,20,1,3,19,5
142,Blessington Street,BLESSINGTON STREET,1550171559000000000,-6.26814,53.356769,1,19,2,20,1,3,19,12
143,Blessington Street,BLESSINGTON STREET,1550171836000000000,-6.26814,53.356769,3,17,2,20,1,3,19,17
144,Blessington Street,BLESSINGTON STREET,1550172240000000000,-6.26814,53.356769,3,17,2,20,1,3,19,24
145,Blessington Street,BLESSINGTON STREET,1550172848000000000,-6.26814,53.356769,3,17,2,20,1,3,19,34
146,Blessington Street,BLESSINGTON STREET,1550173659000000000,-6.26814,53.356769,4,16,2,20,1,3,19,47
147,Blessington Street,BLESSINGTON STREET,1550174268000000000,-6.26814,53.356769,4,16,2,20,1,3,19,57
148,Blessington Street,BLESSINGTON STREET,1550174876000000000,-6.26814,53.356769,4,16,2,20,1,3,20,7
149,Blessington Street,BLESSINGTON STREET,1550175485000000000,-6.26814,53.356769,3,17,2,20,1,3,20,18
150,Blessington Street,BLESSINGTON STREET,1550175815000000000,-6.26814,53.356769,3,17,2,20,1,3,20,23
151,Blessington Street,BLESSINGTON STREET,1550176424000000000,-6.26814,53.356769,3,17,2,20,1,3,20,33
152,Blessington Street,BLESSINGTON STREET,1550176693000000000,-6.26814,53.356769,4,16,2,20,1,3,20,38
153,Blessington Street,BLESSINGTON STREET,1550176751000000000,-6.26814,53.356769,4,16,2,20,1,3,20,39
154,Blessington Street,BLESSINGTON STREET,1550177363000000000,-6.26814,53.356769,4,16,2,20,1,3,20,49
155,Blessington Street,BLESSINGTON STREET,1550177860000000000,-6.26814,53.356769,5,15,2,20,1,3,20,57
156,Blessington Street,BLESSINGTON STREET,1550178468000000000,-6.26814,53.356769,5,15,2,20,1,3,21,7
157,Blessington Street,BLESSINGTON STREET,1550179077000000000,-6.26814,53.356769,5,15,2,20,1,3,21,17
158,Blessington Street,BLESSINGTON STREET,1550179384000000000,-6.26814,53.356769,6,14,2,20,1,3,21,23
159,Blessington Street,BLESSINGTON STREET,1550179975000000000,-6.26814,53.356769,7,13,2,20,1,3,21,32
160,Blessington Street,BLESSINGTON STREET,1550180582000000000,-6.26814,53.356769,7,13,2,20,1,3,21,43
161,Blessington Street,BLESSINGTON STREET,1550180829000000000,-6.26814,53.356769,8,12,2,20,1,3,21,47
162,Blessington Street,BLESSINGTON STREET,1550181203000000000,-6.26814,53.356769,9,11,2,20,1,3,21,53
163,Blessington Street,BLESSINGTON STREET,1550181479000000000,-6.26814,53.356769,10,10,2,20,1,3,21,57
164,Blessington Street,BLESSINGTON STREET,1550181815000000000,-6.26814,53.356769,14,6,2,20,1,3,22,3
165,Blessington Street,BLESSINGTON STREET,1550182426000000000,-6.26814,53.356769,13,7,2,20,1,3,22,13
166,Blessington Street,BLESSINGTON STREET,1550182848000000000,-6.26814,53.356769,12,8,2,20,1,3,22,20
167,Blessington Street,BLESSINGTON STREET,1550183160000000000,-6.26814,53.356769,11,9,2,20,1,3,22,26
168,Blessington Street,BLESSINGTON STREET,1550183768000000000,-6.26814,53.356769,10,10,2,20,1,3,22,36
169,Blessington Street,BLESSINGTON STREET,1550184377000000000,-6.26814,53.356769,10,10,2,20,1,3,22,46
170,Blessington Street,BLESSINGTON STREET,1550185141000000000,-6.26814,53.356769,11,9,2,20,1,3,22,59
171,Blessington Street,BLESSINGTON STREET,1550185742000000000,-6.26814,53.356769,12,8,2,20,1,3,23,9
172,Blessington Street,BLESSINGTON STREET,1550186350000000000,-6.26814,53.356769,12,8,2,20,1,3,23,19
173,Blessington Street,BLESSINGTON STREET,1550186866000000000,-6.26814,53.356769,14,6,2,20,1,3,23,27
174,Blessington Street,BLESSINGTON STREET,1550187024000000000,-6.26814,53.356769,14,6,2,20,1,3,23,30
175,Blessington Street,BLESSINGTON STREET,1550187632000000000,-6.26814,53.356769,13,7,2,20,1,3,23,40
176,Blessington Street,BLESSINGTON STREET,1550188240000000000,-6.26814,53.356769,13,7,2,20,1,3,23,50
177,Blessington Street,BLESSINGTON STREET,1550188848000000000,-6.26814,53.356769,13,7,2,20,1,4,0,0
178,Blessington Street,BLESSINGTON STREET,1550189633000000000,-6.26814,53.356769,13,7,2,20,1,4,0,13
179,Blessington Street,BLESSINGTON STREET,1550189690000000000,-6.26814,53.356769,12,8,2,20,1,4,0,14
180,Blessington Street,BLESSINGTON STREET,1550190298000000000,-6.26814,53.356769,12,8,2,20,1,4,0,24
181,Blessington Street,BLESSINGTON STREET,1550190741000000000,-6.26814,53.356769,12,8,2,20,1,4,0,32
182,Blessington Street,BLESSINGTON STREET,1550191349000000000,-6.26814,53.356769,12,8,2,20,1,4,0,42
183,Blessington Street,BLESSINGTON STREET,1550191957000000000,-6.26814,53.356769,12,8,2,20,1,4,0,52
184,Blessington Street,BLESSINGTON STREET,1550192565000000000,-6.26814,53.356769,12,8,2,20,1,4,1,2
185,Blessington Street,BLESSINGTON STREET,1550193174000000000,-6.26814,53.356769,12,8,2,20,1,4,1,12
186,Blessington Street,BLESSINGTON STREET,1550193782000000000,-6.26814,53.356769,12,8,2,20,1,4,1,23
187,Blessington Street,BLESSINGTON STREET,1550194391000000000,-6.26814,53.356769,12,8,2,20,1,4,1,33
188,Blessington Street,BLESSINGTON STREET,1550194999000000000,-6.26814,53.356769,12,8,2,20,1,4,1,43
189,Blessington Street,BLESSINGTON STREET,1550195607000000000,-6.26814,53.356769,12,8,2,20,1,4,1,53
190,Blessington Street,BLESSINGTON STREET,1550196216000000000,-6.26814,53.356769,12,8,2,20,1,4,2,3
191,Blessington Street,BLESSINGTON STREET,1550196824000000000,-6.26814,53.356769,12,8,2,20,1,4,2,13
192,Blessington Street,BLESSINGTON STREET,1550197432000000000,-6.26814,53.356769,12,8,2,20,1,4,2,23
193,Blessington Street,BLESSINGTON STREET,1550197937000000000,-6.26814,53.356769,12,8,2,20,1,4,2,32
194,Blessington Street,BLESSINGTON STREET,1550198230000000000,-6.26814,53.356769,12,8,2,20,1,4,2,37
195,Blessington Street,BLESSINGTON STREET,1550198838000000000,-6.26814,53.356769,12,8,2,20,1,4,2,47
196,Blessington Street,BLESSINGTON STREET,1550199446000000000,-6.26814,53.356769,12,8,2,20,1,4,2,57
197,Blessington Street,BLESSINGTON STREET,1550200054000000000,-6.26814,53.356769,12,8,2,20,1,4,3,7
198,Blessington Street,BLESSINGTON STREET,1550200662000000000,-6.26814,53.356769,12,8,2,20,1,4,3,17
199,Blessington Street,BLESSINGTON STREET,1550201271000000000,-6.26814,53.356769,12,8,2,20,1,4,3,27
200,Blessington Street,BLESSINGTON STREET,1550201879000000000,-6.26814,53.356769,12,8,2,20,1,4,3,37
201,Blessington Street,BLESSINGTON STREET,1550202487000000000,-6.26814,53.356769,12,8,2,20,1,4,3,48
202,Blessington Street,BLESSINGTON STREET,1550203095000000000,-6.26814,53.356769,12,8,2,20,1,4,3,58
203,Blessington Street,BLESSINGTON STREET,1550203704000000000,-6.26814,53.356769,12,8,2,20,1,4,4,8
204,Blessington Street,BLESSINGTON STREET,1550204312000000000,-6.26814,53.356769,12,8,2,20,1,4,4,18
205,Blessington Street,BLESSINGTON STREET,1550204920000000000,-6.26814,53.356769,12,8,2,20,1,4,4,28
206,Blessington Street,BLESSINGTON STREET,1550205528000000000,-6.26814,53.356769,12,8,2,20,1,4,4,38
207,Blessington Street,BLESSINGTON STREET,1550206137000000000,-6.26814,53.356769,12,8,2,20,1,4,4,48
208,Blessington Street,BLESSINGTON STREET,1550206854000000000,-6.26814,53.356769,12,8,2,20,1,4,5,0
209,Blessington Street,BLESSINGTON STREET,1550207462000000000,-6.26814,53.356769,12,8,2,20,1,4,5,11
210,Blessington Street,BLESSINGTON STREET,1550208070000000000,-6.26814,53.356769,12,8,2,20,1,4,5,21
211,Blessington Street,BLESSINGTON STREET,1550208679000000000,-6.26814,53.356769,12,8,2,20,1,4,5,31
212,Blessington Street,BLESSINGTON STREET,1550209287000000000,-6.26814,53.356769,12,8,2,20,1,4,5,41
213,Blessington Street,BLESSINGTON STREET,1550209895000000000,-6.26814,53.356769,12,8,2,20,1,4,5,51
214,Blessington Street,BLESSINGTON STREET,1550210518000000000,-6.26814,53.356769,12,8,2,20,1,4,6,1
215,Blessington Street,BLESSINGTON STREET,1550211127000000000,-6.26814,53.356769,11,9,2,20,1,4,6,12
216,Blessington Street,BLESSINGTON STREET,1550211735000000000,-6.26814,53.356769,11,9,2,20,1,4,6,22
217,Blessington Street,BLESSINGTON STREET,1550212388000000000,-6.26814,53.356769,11,9,2,20,1,4,6,33
218,Blessington Street,BLESSINGTON STREET,1550212472000000000,-6.26814,53.356769,10,10,2,20,1,4,6,34
219,Blessington Street,BLESSINGTON STREET,1550213042000000000,-6.26814,53.356769,8,12,2,20,1,4,6,44
220,Blessington Street,BLESSINGTON STREET,1550213335000000000,-6.26814,53.356769,5,15,2,20,1,4,6,48
221,Blessington Street,BLESSINGTON STREET,1550213611000000000,-6.26814,53.356769,4,16,2,20,1,4,6,53
222,Blessington Street,BLESSINGTON STREET,1550213838000000000,-6.26814,53.356769,2,18,2,20,1,4,6,57
223,Blessington Street,BLESSINGTON STREET,1550214232000000000,-6.26814,53.356769,0,20,2,20,1,4,7,3
224,Blessington Street,BLESSINGTON STREET,1550214840000000000,-6.26814,53.356769,0,20,2,20,1,4,7,14
225,Blessington Street,BLESSINGTON STREET,1550215448000000000,-6.26814,53.356769,0,20,2,20,1,4,7,24
226,Blessington Street,BLESSINGTON STREET,1550216057000000000,-6.26814,53.356769,0,20,2,20,1,4,7,34
227,Blessington Street,BLESSINGTON STREET,1550216942000000000,-6.26814,53.356769,2,18,2,20,1,4,7,49
228,Blessington Street,BLESSINGTON STREET,1550217467000000000,-6.26814,53.356769,0,20,2,20,1,4,7,57
229,Blessington Street,BLESSINGTON STREET,1550217615000000000,-6.26814,53.356769,1,19,2,20,1,4,8,0
230,Blessington Street,BLESSINGTON STREET,1550218438000000000,-6.26814,53.356769,1,19,2,20,1,4,8,13
231,Blessington Street,BLESSINGTON STREET,1550218444000000000,-6.26814,53.356769,0,20,2,20,1,4,8,14
232,Blessington Street,BLESSINGTON STREET,1550219052000000000,-6.26814,53.356769,0,20,2,20,1,4,8,24
233,Blessington Street,BLESSINGTON STREET,1550219792000000000,-6.26814,53.356769,0,20,2,20,1,4,8,36
234,Blessington Street,BLESSINGTON STREET,1550220401000000000,-6.26814,53.356769,0,20,2,20,1,4,8,46
235,Blessington Street,BLESSINGTON STREET,1550221009000000000,-6.26814,53.356769,0,20,2,20,1,4,8,56
236,Blessington Street,BLESSINGTON STREET,1550221618000000000,-6.26814,53.356769,0,20,2,20,1,4,9,6
237,Blessington Street,BLESSINGTON STREET,1550222226000000000,-6.26814,53.356769,0,20,2,20,1,4,9,17
238,Blessington Street,BLESSINGTON STREET,1550222835000000000,-6.26814,53.356769,0,20,2,20,1,4,9,27
239,Blessington Street,BLESSINGTON STREET,1550223443000000000,-6.26814,53.356769,0,20,2,20,1,4,9,37
240,Blessington Street,BLESSINGTON STREET,1550224051000000000,-6.26814,53.356769,0,20,2,20,1,4,9,47
241,Blessington Street,BLESSINGTON STREET,1550224660000000000,-6.26814,53.356769,0,20,2,20,1,4,9,57
242,Blessington Street,BLESSINGTON STREET,1550225269000000000,-6.26814,53.356769,0,20,2,20,1,4,10,7
243,Blessington Street,BLESSINGTON STREET,1550225936000000000,-6.26814,53.356769,12,8,2,20,1,4,10,18
244,Blessington Street,BLESSINGTON STREET,1550226193000000000,-6.26814,53.356769,17,3,2,20,1,4,10,23
245,Blessington Street,BLESSINGTON STREET,1550226531000000000,-6.26814,53.356769,17,3,2,20,1,4,10,28
246,Blessington Street,BLESSINGTON STREET,1550226577000000000,-6.26814,53.356769,16,4,2,20,1,4,10,29
247,Blessington Street,BLESSINGTON STREET,1550227185000000000,-6.26814,53.356769,15,5,2,20,1,4,10,39
248,Blessington Street,BLESSINGTON STREET,1550227793000000000,-6.26814,53.356769,15,5,2,20,1,4,10,49
